DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.259232	25	9	0	1	12	3	1	0	16468	21	0	20.494 	0	0
UL	0.259482	25	9	1	1	12	3	1	0	16468	21	0	20.5746 	0	0
UL	0.259732	25	9	2	1	12	3	1	0	17841	22	0	20.6859 	1	0.913758
UL	0.259982	25	9	3	1	12	3	1	0	16468	21	0	20.763 	0	0
UL	0.260232	26	0	0	1	12	3	1	0	16468	21	0	20.9402 	0	0
UL	0.260482	26	0	1	1	12	3	1	0	17841	22	1	20.9537 	0	0
UL	0.260732	26	0	2	1	12	3	1	0	16468	21	0	20.8865 	0	0
UL	0.260982	26	0	3	1	12	3	1	0	17841	22	0	20.854 	1	0.913758
UL	0.261232	26	1	0	1	12	3	1	0	17841	22	0	20.8596 	1	0.913758
UL	0.261482	26	1	1	1	12	3	1	0	16468	21	0	20.7923 	0	0
UL	0.261732	26	1	2	1	12	3	1	0	17841	22	1	20.7528 	0	0
UL	0.261982	26	1	3	1	12	3	1	0	17841	22	1	20.694 	0	0
UL	0.262232	26	2	0	1	12	3	1	0	16468	21	0	20.6595 	0	0
UL	0.262482	26	2	1	1	12	3	1	0	16468	21	0	20.6502 	0	0
DL	0.262536	26	2	2	1	1	3	1	0	1487	22	0	20.7925	1	0.864434
UL	0.262732	26	2	2	2	11	3	1	0	15095	21	0	20.7136 	0	0
UL	0.262982	26	2	3	1	12	3	1	0	16468	21	0	20.7257 	0	0
UL	0.263232	26	3	0	1	12	3	1	0	16468	21	0	20.7317 	0	0
UL	0.263482	26	3	1	1	12	3	1	0	17841	22	0	20.7531 	1	0.913758
DL	0.263536	26	3	2	1	1	3	1	0	1487	22	1	20.7252	0	0
DL	0.263554	26	3	2	2	1	3	1	0	1487	22	2	20.7273	0	0.305096
UL	0.263732	26	3	2	3	10	3	1	0	13722	21	0	20.8835 	0	0
UL	0.263982	26	3	3	1	12	3	1	0	16468	21	0	20.9099 	0	0
UL	0.264232	26	4	0	1	12	3	1	0	17841	22	1	21.0008 	0	0
UL	0.264482	26	4	1	1	12	3	1	0	16468	21	0	21.0336 	0	0
UL	0.264732	26	4	2	1	12	3	1	0	16468	21	0	20.9859 	0	0
UL	0.264982	26	4	3	1	12	3	1	0	16468	21	0	21.0399 	0	0
UL	0.265232	26	5	0	1	12	3	1	0	17841	22	0	21.0504 	0	0.0135133
UL	0.265482	26	5	1	1	12	3	1	0	17841	22	0	21.0051 	0	0.0135133
UL	0.265732	26	5	2	1	12	3	1	0	16468	21	0	20.9887 	0	0
UL	0.265982	26	5	3	1	12	3	1	0	17841	22	0	20.8819 	1	0.913758
UL	0.266232	26	6	0	1	12	3	1	0	17841	22	0	20.8442 	0	0.0135133
UL	0.266482	26	6	1	1	12	3	1	0	17841	22	0	20.8189 	0	0.0135133
UL	0.266732	26	6	2	1	12	3	1	0	17841	22	1	20.7453 	0	0
UL	0.266982	26	6	3	1	12	3	1	0	17841	22	0	20.7557 	1	0.913758
UL	0.267232	26	7	0	1	12	3	1	0	17841	22	0	20.866 	1	0.913758
UL	0.267482	26	7	1	1	12	3	1	0	17841	22	0	20.9306 	0	0.0135133
UL	0.267732	26	7	2	1	12	3	1	0	17841	22	1	21.0226 	0	0
UL	0.267982	26	7	3	1	12	3	1	0	17841	22	1	21.0687 	0	0
UL	0.268232	26	8	0	1	12	3	1	0	17841	22	0	21.0434 	1	0.913758
UL	0.268482	26	8	1	1	12	3	1	0	17841	22	0	21.112 	0	0.0135133
UL	0.268732	26	8	2	1	12	3	1	0	17841	22	0	21.1216 	1	0.913758
UL	0.268982	26	8	3	1	12	3	1	0	17841	22	1	21.1539 	0	0
UL	0.269232	26	9	0	1	12	3	1	0	17841	22	0	21.0846 	0	0.0135133
UL	0.269482	26	9	1	1	12	3	1	0	17841	22	1	20.989 	0	0
UL	0.269732	26	9	2	1	12	3	1	0	16468	21	0	20.8554 	0	0
UL	0.269982	26	9	3	1	12	3	1	0	17841	22	0	20.7951 	0	0.913758
UL	0.270232	27	0	0	1	12	3	1	0	17841	22	0	20.8171 	0	0.0135133
UL	0.270482	27	0	1	1	12	3	1	0	16468	21	0	20.8567 	0	0
UL	0.270732	27	0	2	1	12	3	1	0	16468	21	0	20.8772 	0	0
UL	0.270982	27	0	3	1	12	3	1	0	17841	22	0	20.9521 	0	0.0135133
UL	0.271232	27	1	0	1	12	3	1	0	16468	21	0	21.0032 	0	0
UL	0.271482	27	1	1	1	12	3	1	0	16468	21	0	21.0803 	0	0
UL	0.271732	27	1	2	1	12	3	1	0	17841	22	0	21.088 	0	0.0135133
UL	0.271982	27	1	3	1	12	3	1	0	17841	22	0	21.1395 	0	0.0135133
UL	0.272232	27	2	0	1	12	3	1	0	17841	22	0	21.1044 	1	0.913758
UL	0.272482	27	2	1	1	12	3	1	0	17841	22	0	21.1436 	1	0.913758
UL	0.272732	27	2	2	1	12	3	1	0	17841	22	0	21.2175 	1	0.913758
UL	0.272982	27	2	3	1	12	3	1	0	17841	22	1	21.2247 	0	0
UL	0.273232	27	3	0	1	12	3	1	0	17841	22	1	21.1759 	0	0
UL	0.273482	27	3	1	1	12	3	1	0	17841	22	1	21.1132 	0	0
DL	0.273536	27	3	2	1	1	3	1	0	1258	20	0	21.1988	0	0
UL	0.273732	27	3	2	2	11	3	1	0	15095	21	0	21.084 	0	0
UL	0.273982	27	3	3	1	12	3	1	0	16468	21	0	20.998 	0	0
UL	0.274232	27	4	0	1	12	3	1	0	16468	21	0	21.0298 	0	0
UL	0.274482	27	4	1	1	12	3	1	0	17841	22	0	20.9674 	0	0.0135133
UL	0.274732	27	4	2	1	12	3	1	0	17841	22	0	20.9474 	0	0.0135133
UL	0.274982	27	4	3	1	12	3	1	0	16468	21	0	20.9891 	0	0
UL	0.275232	27	5	0	1	12	3	1	0	17841	22	0	21.0022 	0	0
UL	0.275482	27	5	1	1	12	3	1	0	17841	22	0	21.0651 	0	0.0135133
UL	0.275732	27	5	2	1	12	3	1	0	17841	22	0	21.1184 	0	0.0135133
UL	0.275982	27	5	3	1	12	3	1	0	17841	22	0	21.1255 	1	0.913758
UL	0.276232	27	6	0	1	12	3	1	0	17841	22	0	21.1604 	1	0.913758
UL	0.276482	27	6	1	1	12	3	1	0	17841	22	0	21.1785 	1	0.913758
UL	0.276732	27	6	2	1	12	3	1	0	17841	22	1	21.1868 	0	0
UL	0.276982	27	6	3	1	12	3	1	0	17841	22	1	21.1326 	0	0
UL	0.277232	27	7	0	1	12	3	1	0	17841	22	1	21.1629 	0	0
UL	0.277482	27	7	1	1	12	3	1	0	16468	21	0	21.1206 	0	0
UL	0.277732	27	7	2	1	12	3	1	0	16468	21	0	21.0667 	0	0
UL	0.277982	27	7	3	1	12	3	1	0	16468	21	0	20.957 	0	0
UL	0.278232	27	8	0	1	12	3	1	0	17841	22	0	20.941 	0	0.0135133
UL	0.278482	27	8	1	1	12	3	1	0	17841	22	0	20.9386 	0	0.0135133
UL	0.278732	27	8	2	1	12	3	1	0	16468	21	0	20.9727 	0	0
UL	0.278982	27	8	3	1	12	3	1	0	17841	22	0	21.0292 	0	0.0135133
UL	0.279232	27	9	0	1	12	3	1	0	17841	22	0	21.1402 	0	0.0135133
UL	0.279482	27	9	1	1	12	3	1	0	17841	22	0	21.1659 	0	0.0135133
UL	0.279732	27	9	2	1	12	3	1	0	17841	22	0	21.2105 	0	0.0135133
UL	0.279982	27	9	3	1	12	3	1	0	17841	22	0	21.2605 	1	0.913758
UL	0.280232	28	0	0	1	12	3	1	0	17841	22	0	21.2603 	1	0.913758
UL	0.280482	28	0	1	1	12	3	1	0	17841	22	0	21.2026 	0	0.0135133
UL	0.280732	28	0	2	1	12	3	1	0	17841	22	1	21.2559 	0	0
UL	0.280982	28	0	3	1	12	3	1	0	17841	22	1	21.2122 	0	0
UL	0.281232	28	1	0	1	12	3	1	0	17841	22	0	21.2337 	0	0
UL	0.281482	28	1	1	1	12	3	1	0	17841	22	0	21.1696 	0	0.0135133
UL	0.281732	28	1	2	1	12	3	1	0	17841	22	0	21.1101 	0	0.0135133
UL	0.281982	28	1	3	1	12	3	1	0	17841	22	0	21.0948 	0	0.0135133
UL	0.282232	28	2	0	1	12	3	1	0	17841	22	0	21.0462 	0	0.0135133
UL	0.282482	28	2	1	1	12	3	1	0	17841	22	0	21.0342 	0	0.0135133
UL	0.282732	28	2	2	1	12	3	1	0	17841	22	0	21.0706 	0	0.0135133
UL	0.282982	28	2	3	1	12	3	1	0	17841	22	0	21.013 	1	0.913758
UL	0.283232	28	3	0	1	12	3	1	0	17841	22	0	21.0648 	0	0.0135133
UL	0.283482	28	3	1	1	12	3	1	0	17841	22	0	21.1034 	0	0.0135133
UL	0.283732	28	3	2	1	12	3	1	0	17841	22	1	21.1554 	0	0
UL	0.283982	28	3	3	1	12	3	1	0	17841	22	0	21.1007 	1	0.913758
DL	0.284036	28	4	0	1	1	3	1	0	1487	22	0	20.8178	0	0.00039996
UL	0.284232	28	4	0	2	11	3	1	0	16353	22	0	21.1289 	0	0.0127235
UL	0.284482	28	4	1	1	12	3	1	0	17841	22	0	21.0848 	0	0.0135133
UL	0.284732	28	4	2	1	12	3	1	0	17841	22	1	21.0677 	0	0
UL	0.284982	28	4	3	1	12	3	1	0	17841	22	0	21.0209 	0	0
UL	0.285232	28	5	0	1	12	3	1	0	17841	22	0	20.9442 	0	0.0135133
UL	0.285482	28	5	1	1	12	3	1	0	17841	22	0	20.8831 	0	0.0135133
UL	0.285732	28	5	2	1	12	3	1	0	17841	22	0	20.8369 	0	0.0135133
UL	0.285982	28	5	3	1	12	3	1	0	17841	22	0	20.8132 	0	0.0135133
UL	0.286232	28	6	0	1	12	3	1	0	17841	22	0	20.8646 	0	0.0135133
UL	0.286429	28	6	1	1	9	3	1	0	13380	22	0	20.8931 	1	0.846489
UL	0.286679	28	6	2	1	9	3	1	0	13380	22	0	20.9672 	1	0.846489
UL	0.286929	28	6	3	1	9	3	1	0	13380	22	0	21.008 	1	0.846489
UL	0.287179	28	7	0	1	9	3	1	0	13380	22	1	21.0101 	0	0
UL	0.287429	28	7	1	1	9	3	1	0	13380	22	1	20.9289 	0	0
UL	0.287679	28	7	2	1	9	3	1	0	13380	22	1	20.9308 	0	0
UL	0.287982	28	7	3	1	12	3	1	0	16468	21	0	20.9748 	0	0
UL	0.288232	28	8	0	1	12	3	1	0	16468	21	0	20.964 	0	0
UL	0.288482	28	8	1	1	12	3	1	0	16468	21	0	20.9539 	0	0
UL	0.288732	28	8	2	1	12	3	1	0	16468	21	0	20.9076 	0	0
UL	0.288982	28	8	3	1	12	3	1	0	17841	22	0	20.8184 	1	0.913758
UL	0.289232	28	9	0	1	12	3	1	0	17841	22	0	20.8088 	0	0.0135133
UL	0.289482	28	9	1	1	12	3	1	0	17841	22	0	20.7481 	1	0.913758
UL	0.289732	28	9	2	1	12	3	1	0	17841	22	1	20.699 	0	0
UL	0.289982	28	9	3	1	12	3	1	0	17841	22	0	20.7003 	0	0.0135133
UL	0.290232	29	0	0	1	12	3	1	0	17841	22	1	20.6883 	0	0
UL	0.290482	29	0	1	1	12	3	1	0	16468	21	0	20.645 	0	0.426946
UL	0.290732	29	0	2	1	12	3	1	0	17841	22	0	20.5959 	1	1
UL	0.290982	29	0	3	1	12	3	1	0	17841	22	0	20.5815 	1	1
UL	0.291232	29	1	0	1	12	3	1	0	15095	20	0	20.5871 	0	0
UL	0.291482	29	1	1	1	12	3	1	0	17841	22	1	20.6828 	0	0
UL	0.291732	29	1	2	1	12	3	1	0	17841	22	1	20.7234 	0	0
UL	0.291982	29	1	3	1	12	3	1	0	15095	20	0	20.7568 	0	0
UL	0.292232	29	2	0	1	12	3	1	0	15095	20	0	20.7433 	0	0
UL	0.292482	29	2	1	1	12	3	1	0	15095	20	0	20.7748 	0	0
UL	0.292732	29	2	2	1	12	3	1	0	16468	21	0	20.8121 	0	0
UL	0.292982	29	2	3	1	12	3	1	0	16468	21	0	20.7482 	0	0
UL	0.293232	29	3	0	1	12	3	1	0	16468	21	0	20.7958 	0	0
UL	0.293482	29	3	1	1	12	3	1	0	16468	21	0	20.7692 	0	0
UL	0.293732	29	3	2	1	12	3	1	0	16468	21	0	20.6876 	0	0
UL	0.293982	29	3	3	1	12	3	1	0	16468	21	0	20.6624 	0	0
UL	0.294232	29	4	0	1	12	3	1	0	16468	21	0	20.6604 	0	0
DL	0.294286	29	4	1	1	1	3	1	0	1487	22	0	20.7741	1	0.864434
UL	0.294482	29	4	1	2	11	3	1	0	15095	21	0	20.6322 	0	0
UL	0.294732	29	4	2	1	12	3	1	0	16468	21	0	20.6647 	0	0
UL	0.294982	29	4	3	1	12	3	1	0	16468	21	0	20.6736 	0	0.426946
UL	0.295232	29	5	0	1	12	3	1	0	16468	21	0	20.7306 	0	0
DL	0.295286	29	5	1	1	1	3	1	0	1487	22	1	20.7498	0	0
DL	0.295304	29	5	1	2	1	3	1	0	1487	22	2	20.7615	0	0.305096
UL	0.295482	29	5	1	3	10	3	1	0	13722	21	0	20.871 	0	0
UL	0.295732	29	5	2	1	12	3	1	0	15095	20	0	20.9559 	0	0
UL	0.295982	29	5	3	1	12	3	1	0	16468	21	0	20.9774 	0	0
UL	0.296107	29	6	0	1	5	3	1	0	6862	21	0	21.0749 	0	0
UL	0.296482	29	6	1	1	12	3	1	0	16468	21	0	21.0676 	0	0
UL	0.296679	29	6	2	1	9	3	1	0	12351	21	0	21.0611 	0	0
UL	0.296982	29	6	3	1	12	3	1	0	16468	21	0	20.9948 	0	0
UL	0.297232	29	7	0	1	12	3	1	0	16468	21	0	20.9023 	0	0
UL	0.297482	29	7	1	1	12	3	1	0	17841	22	0	20.8541 	0	0.0135133
UL	0.297696	29	7	2	1	10	3	1	0	14865	22	0	20.8312 	0	0.011933
UL	0.297929	29	7	3	1	9	3	1	0	13380	22	0	20.7956 	0	0.0103502
UL	0.298179	29	8	0	1	9	3	1	0	13380	22	0	20.7471 	1	0.846489
UL	0.298429	29	8	1	1	9	3	1	0	13380	22	0	20.6935 	1	0.846489
UL	0.298679	29	8	2	1	9	3	1	0	13380	22	0	20.7706 	1	0.846489
UL	0.298929	29	8	3	1	9	3	1	0	13380	22	1	20.8413 	0	0
UL	0.299179	29	9	0	1	9	3	1	0	13380	22	1	20.7978 	0	0
UL	0.299429	29	9	1	1	9	3	1	0	13380	22	1	20.907 	0	0
UL	0.299732	29	9	2	1	12	3	1	0	16468	21	0	20.958 	0	0
UL	0.299982	29	9	3	1	12	3	1	0	16468	21	0	20.9998 	0	0
UL	0.300232	30	0	0	1	12	3	1	0	16468	21	0	21.0624 	0	0
UL	0.300482	30	0	1	1	12	3	1	0	17841	22	0	29.0499 	0	0
UL	0.300732	30	0	2	1	12	3	1	0	16468	21	0	29.0015 	0	0
UL	0.300982	30	0	3	1	12	3	1	0	16468	21	0	29.0022 	0	0
UL	0.301232	30	1	0	1	12	3	1	0	23327	26	0	28.9578 	1	0.0710664
UL	0.301482	30	1	1	1	12	3	1	0	23327	26	0	28.8807 	0	0.0710664
UL	0.301732	30	1	2	1	12	3	1	0	23327	26	0	28.8693 	0	0.0710664
UL	0.301982	30	1	3	1	12	3	1	0	23327	26	1	28.8254 	0	0
UL	0.302143	30	2	0	1	7	3	1	0	13610	26	0	28.7884 	0	0.0408106
UL	0.302393	30	2	1	1	7	3	1	0	13610	26	0	28.8996 	0	0.0408106
UL	0.302732	30	2	2	1	12	3	1	0	23327	26	0	28.9687 	0	0.0710664
UL	0.302982	30	2	3	1	12	3	1	0	23327	26	0	28.9392 	0	0.0710664
UL	0.303232	30	3	0	1	12	3	1	0	23327	26	0	29.0114 	0	0.0710664
UL	0.303411	30	3	1	1	8	3	1	0	15553	26	0	29.0241 	0	0.0469396
UL	0.303643	30	3	2	1	7	3	1	0	13610	26	0	29.0618 	0	0.0408106
UL	0.303893	30	3	3	1	7	3	1	0	13610	26	0	29.1088 	0	0.0408106
UL	0.304143	30	4	0	1	7	3	1	0	13610	26	0	29.1376 	0	0.0408106
UL	0.304393	30	4	1	1	7	3	1	0	13610	26	0	29.1586 	0	0.0408106
DL	0.304536	30	4	2	1	1	3	1	0	1258	20	0	29.1014	0	0
UL	0.304661	30	4	2	2	7	3	1	0	13610	26	0	29.104 	0	0.0408106
UL	0.304893	30	4	3	1	7	3	1	0	13610	26	0	29.1182 	0	0.0408106
UL	0.305143	30	5	0	1	7	3	1	0	13610	26	0	29.0864 	0	0.0408106
UL	0.305393	30	5	1	1	7	3	1	0	13610	26	0	29.118 	0	0.0408106
UL	0.305643	30	5	2	1	7	3	1	0	13610	26	0	29.1515 	0	0.0408106
UL	0.305893	30	5	3	1	7	3	1	0	13610	26	0	29.1521 	0	0.0408106
UL	0.306143	30	6	0	1	7	3	1	0	13610	26	0	29.1872 	0	0.0408106
UL	0.306393	30	6	1	1	7	3	1	0	13610	26	0	29.1743 	0	0.0408106
UL	0.306643	30	6	2	1	7	3	1	0	13610	26	0	29.1743 	0	0.0408106
UL	0.306893	30	6	3	1	7	3	1	0	13610	26	0	29.1845 	0	0.0408106
